added_route_id,trip_id
741,75650667
742,75650667
743,75650667
741,75650672
742,75650672
743,75650672
741,75650676
742,75650676
743,75650676
741,75650677
742,75650677
743,75650677
741,75650681
742,75650681
743,75650681
741,75650690
742,75650690
743,75650690
741,75650693
742,75650693
743,75650693
741,75650698
742,75650698
743,75650698
741,75650707
742,75650707
743,75650707
741,75650708
742,75650708
743,75650708
741,75650711
742,75650711
743,75650711
741,75650720
742,75650720
743,75650720
741,75650723
742,75650723
743,75650723
741,75650728
742,75650728
743,75650728
741,75650731
742,75650731
743,75650731
741,75650734
742,75650734
743,75650734
741,75650739
742,75650739
743,75650739
741,75650741
742,75650741
743,75650741
741,75650742
742,75650742
743,75650742
741,75650746
742,75650746
743,75650746
741,75650751
742,75650751
743,75650751
741,75650768
742,75650768
743,75650768
741,75650783
742,75650783
743,75650783
741,75650817
742,75650817
743,75650817
741,75651296
742,75651296
743,75651296
741,75651297
742,75651297
743,75651297
741,75651298
742,75651298
743,75651298
741,75651299
742,75651299
743,75651299
741,75651300
742,75651300
743,75651300
741,75651301
742,75651301
743,75651301
741,75651302
742,75651302
743,75651302
741,75651303
742,75651303
743,75651303
741,75651304
742,75651304
743,75651304
741,75651305
742,75651305
743,75651305
741,75651306
742,75651306
743,75651306
741,75651307
742,75651307
743,75651307
741,75631394
742,75631394
743,75631394
741,75631717
742,75631717
743,75631717
741,75631719
742,75631719
743,75631719
741,75631720
742,75631720
743,75631720
741,75631721
742,75631721
743,75631721
741,75631725
742,75631725
743,75631725
741,75631727
742,75631727
743,75631727
741,75631728
742,75631728
743,75631728
741,75631731
742,75631731
743,75631731
741,75631732
742,75631732
743,75631732
741,75631735
742,75631735
743,75631735
741,75631737
742,75631737
743,75631737
741,75631741
742,75631741
743,75631741
741,75631744
742,75631744
743,75631744
741,75631746
742,75631746
743,75631746
741,75631758
742,75631758
743,75631758
741,75631759
742,75631759
743,75631759
741,75631768
742,75631768
743,75631768
741,75631809
742,75631809
743,75631809
741,75631814
742,75631814
743,75631814
741,75631815
742,75631815
743,75631815
741,75631816
742,75631816
